anxiety_level,self_esteem,depression,headache,sleep_quality,noise_level,living_conditions,basic_needs,academic_performance,study_load,teacher_student_relationship,future_career_concerns,social_support,peer_pressure,anxiety_level_normalized,self_esteem_normalized,depression_normalized,headache_normalized,sleep_quality_normalized,noise_level_normalized,living_conditions_normalized,basic_needs_normalized,academic_performance_normalized,study_load_normalized,teacher_student_relationship_normalized,future_career_concerns_normalized,social_support_normalized,peer_pressure_normalized,stress_level
5,25,12,4,4,5,4,3,4,3,2,2,1,0,1.9523809523809523,1.666666666666666,2.7777777777777777,4.2,1.7999999999999998,5.0,4.0,2.6,1.7999999999999998,3.4,3.4,2.6,4.2,1.0,3.105423280423281
13,20,13,2,3,2,2,2,3,2,2,3,3,3,3.4761904761904763,2.3333333333333335,2.9259259259259256,2.6,2.6,2.6,2.0,3.4,2.6,2.6,3.4,3.4,2.6,3.4,2.791754850088183
5,30,7,1,4,2,3,5,4,2,5,1,3,1,1.9523809523809523,1.0,2.037037037037037,1.8,1.7999999999999998,2.6,3.0,1.0,1.7999999999999998,2.6,1.0,1.8,2.6,1.8,2.966225749559083
11,20,10,3,2,3,4,4,1,2,3,2,0,0,3.0952380952380953,2.3333333333333335,2.4814814814814814,3.4,3.4,3.4,4.0,1.7999999999999998,4.2,2.6,2.6,2.6,5.0,1.0,2.7740299823633157
7,28,7,1,5,2,3,5,5,2,4,1,3,2,2.333333333333333,1.2666666666666666,2.037037037037037,1.8,1.0,2.6,3.0,1.0,1.0,2.6,1.7999999999999998,1.8,2.6,2.6,2.8487654320987654
1,30,3,1,4,2,3,5,4,1,4,1,3,2,1.1904761904761905,1.0,1.4444444444444444,1.8,1.7999999999999998,2.6,3.0,1.0,1.7999999999999998,1.8,1.7999999999999998,1.8,2.6,2.6,2.9431216931216935
11,20,10,3,2,2,2,3,3,2,3,3,3,3,3.0952380952380953,2.3333333333333335,2.4814814814814814,3.4,3.4,2.6,2.0,2.6,2.6,2.6,2.6,3.4,2.6,3.4,2.757363315696649
5,20,3,2,4,5,0,1,3,0,2,3,0,2,1.9523809523809523,2.3333333333333335,1.4444444444444444,2.6,1.7999999999999998,5.0,1.0,4.2,2.6,1.0,3.4,3.4,5.0,2.6,2.624867724867725
8,26,8,1,5,1,4,4,4,2,5,1,3,1,2.5238095238095237,1.5333333333333332,2.185185185185185,1.8,1.0,1.8,4.0,1.7999999999999998,1.7999999999999998,2.6,1.0,1.8,2.6,1.8,2.737874779541446
12,19,12,2,3,3,2,2,3,2,3,3,3,2,3.2857142857142856,2.466666666666667,2.7777777777777777,2.6,2.6,3.4,2.0,3.4,2.6,2.6,2.6,3.4,2.6,2.6,2.677645502645503
8,30,3,1,4,1,4,4,5,2,5,1,3,2,2.5238095238095237,1.0,1.4444444444444444,1.8,1.7999999999999998,1.8,4.0,1.7999999999999998,1.0,2.6,1.0,1.8,2.6,2.6,3.007010582010582
14,24,10,2,2,3,3,2,3,2,3,3,3,3,3.6666666666666665,1.7999999999999998,2.4814814814814814,2.6,3.4,3.4,3.0,3.4,2.6,2.6,2.6,3.4,2.6,3.4,3.1228395061728396
9,17,13,3,3,2,2,2,3,2,2,3,3,2,2.7142857142857144,2.7333333333333334,2.9259259259259256,3.4,2.6,2.6,2.0,3.4,2.6,2.6,3.4,3.4,2.6,2.6,2.5600088183421517
12,18,9,3,2,2,3,2,2,3,3,3,2,2,3.2857142857142856,2.6,2.333333333333333,3.4,3.4,2.6,3.0,3.4,3.4,3.4,2.6,3.4,3.4,2.6,2.734126984126984
10,25,10,2,3,3,3,3,3,3,3,3,3,3,2.9047619047619047,1.666666666666666,2.4814814814814814,2.6,2.6,3.4,3.0,2.6,2.6,3.4,2.6,3.4,2.6,3.4,3.124426807760141
16,11,22,5,1,4,2,2,1,5,2,5,1,4,4.0476190476190474,3.533333333333333,4.2592592592592595,5.0,4.2,4.2,2.0,3.4,4.2,5.0,3.4,5.0,4.2,4.2,2.771119929453263
1,29,0,1,4,2,4,4,5,1,5,1,3,1,1.1904761904761905,1.1333333333333329,1.0,1.8,1.7999999999999998,2.6,4.0,1.7999999999999998,1.0,1.8,1.0,1.8,2.6,1.8,2.832936507936508
8,28,4,1,4,1,3,5,5,2,5,1,3,2,2.5238095238095237,1.2666666666666666,1.5925925925925926,1.8,1.7999999999999998,1.8,3.0,1.0,1.0,2.6,1.0,1.8,2.6,2.6,2.8048500881834215
9,25,9,2,3,2,2,3,3,2,2,2,2,2,2.7142857142857144,1.666666666666666,2.333333333333333,2.6,2.6,2.6,2.0,2.6,2.6,2.6,3.4,2.6,3.4,2.6,2.968650793650794
7,30,5,1,5,1,3,4,5,2,4,1,3,1,2.333333333333333,1.0,1.7407407407407407,1.8,1.0,1.8,3.0,1.7999999999999998,1.0,2.6,1.7999999999999998,1.8,2.6,1.8,2.93641975308642
19,2,27,5,1,4,2,1,1,5,2,4,1,5,4.619047619047619,4.733333333333333,5.0,5.0,4.2,4.2,2.0,4.2,4.2,5.0,3.4,4.2,4.2,5.0,2.259126984126984
21,4,24,4,1,5,1,2,1,4,2,4,1,4,5.0,4.466666666666667,4.555555555555555,4.2,4.2,5.0,1.0,3.4,4.2,4.2,3.4,4.2,4.2,4.2,2.2481481481481485
7,29,0,1,4,2,3,4,5,2,5,1,3,1,2.333333333333333,1.1333333333333329,1.0,1.8,1.7999999999999998,2.6,3.0,1.7999999999999998,1.0,2.6,1.0,1.8,2.6,1.8,2.8722222222222227
7,21,23,1,2,4,3,0,4,3,2,2,0,1,2.333333333333333,2.2,4.407407407407407,1.8,3.4,4.2,3.0,5.0,1.7999999999999998,3.4,3.4,2.6,5.0,1.8,2.947530864197531
16,15,22,3,1,5,1,2,1,4,2,4,1,4,4.0476190476190474,3.0,4.2592592592592595,3.4,4.2,5.0,1.0,3.4,4.2,4.2,3.4,4.2,4.2,4.2,2.8961199294532634
15,8,22,5,1,3,1,1,2,4,1,5,1,4,3.857142857142857,3.9333333333333336,4.2592592592592595,5.0,4.2,3.4,1.0,4.2,3.4,4.2,4.2,5.0,4.2,4.2,2.488183421516755
14,11,20,5,2,4,0,0,5,1,3,5,0,2,3.6666666666666665,3.533333333333333,3.962962962962963,5.0,3.4,4.2,1.0,5.0,1.0,1.8,2.6,5.0,5.0,2.6,2.367901234567902
13,16,12,3,3,3,3,3,2,3,2,3,3,2,3.4761904761904763,2.8666666666666667,2.7777777777777777,3.4,2.6,3.4,3.0,2.6,3.4,3.4,3.4,3.4,2.6,2.6,2.627248677248677
19,13,18,3,1,4,1,1,1,4,1,4,1,4,4.619047619047619,3.2666666666666666,3.6666666666666665,3.4,4.2,4.2,1.0,4.2,4.2,4.2,4.2,4.2,4.2,4.2,2.7952380952380955
5,27,7,1,5,2,4,4,4,2,5,1,3,2,1.9523809523809523,1.4000000000000004,2.037037037037037,1.8,1.0,2.6,4.0,1.7999999999999998,1.7999999999999998,2.6,1.0,1.8,2.6,2.6,2.841225749559083
18,7,27,3,1,5,2,1,2,5,1,4,1,4,4.428571428571429,4.066666666666666,5.0,3.4,4.2,5.0,2.0,4.2,3.4,5.0,4.2,4.2,4.2,4.2,2.5178571428571432
20,9,25,4,1,4,1,2,1,4,1,4,1,5,4.809523809523809,3.8,4.703703703703704,4.2,4.2,4.2,1.0,3.4,4.2,4.2,4.2,4.2,4.2,5.0,2.61305114638448
13,1,21,2,0,4,3,1,4,4,2,2,1,3,3.4761904761904763,4.866666666666667,4.111111111111111,2.6,5.0,4.2,3.0,4.2,1.7999999999999998,4.2,3.4,2.6,4.2,3.4,1.8161375661375658
1,27,0,3,1,4,3,0,2,2,1,3,1,5,1.1904761904761905,1.4000000000000004,1.0,3.4,4.2,4.2,3.0,5.0,3.4,2.6,4.2,3.4,4.2,5.0,3.4912698412698413
1,8,1,4,0,0,0,4,2,1,0,2,0,1,1.1904761904761905,3.9333333333333336,1.1481481481481481,4.2,5.0,1.0,1.0,1.7999999999999998,3.4,1.8,5.0,2.6,5.0,1.8,1.7807760141093474
7,30,1,1,5,2,4,5,5,1,5,1,3,2,2.333333333333333,1.0,1.1481481481481481,1.8,1.0,2.6,4.0,1.0,1.0,1.8,1.0,1.8,2.6,2.6,2.9200617283950616
15,8,19,4,1,4,2,2,1,3,2,5,1,5,3.857142857142857,3.9333333333333336,3.814814814814815,4.2,4.2,4.2,2.0,3.4,4.2,3.4,3.4,5.0,4.2,5.0,2.47799823633157
16,9,18,4,1,5,2,1,2,3,2,5,1,4,4.0476190476190474,3.8,3.6666666666666665,4.2,4.2,5.0,2.0,4.2,3.4,3.4,3.4,5.0,4.2,4.2,2.5464285714285717
9,30,2,3,3,4,5,0,1,4,3,2,1,1,2.7142857142857144,1.0,1.2962962962962963,3.4,2.6,4.2,5.0,5.0,4.2,4.2,2.6,2.6,4.2,1.8,3.6504409171075842
1,29,4,1,5,2,4,5,5,2,5,1,3,2,1.1904761904761905,1.1333333333333329,1.5925925925925926,1.8,1.0,2.6,4.0,1.0,1.0,2.6,1.0,1.8,2.6,2.6,2.8576278659611996
0,26,1,1,5,1,4,5,5,2,4,1,3,2,1.0,1.5333333333333332,1.1481481481481481,1.8,1.0,1.8,4.0,1.0,1.0,2.6,1.7999999999999998,1.8,2.6,2.6,2.631172839506173
21,18,25,5,4,1,1,0,3,1,2,3,0,0,5.0,2.6,4.703703703703704,5.0,1.7999999999999998,1.8,1.0,5.0,2.6,1.8,3.4,3.4,5.0,1.0,2.7209876543209877
16,5,24,5,1,4,2,1,1,5,1,5,1,4,4.0476190476190474,4.333333333333334,4.555555555555555,5.0,4.2,4.2,2.0,4.2,4.2,5.0,4.2,5.0,4.2,4.2,2.450132275132275
12,22,18,5,4,3,0,5,4,3,1,0,0,3,3.2857142857142856,2.066666666666667,3.6666666666666665,5.0,1.7999999999999998,3.4,1.0,1.0,1.7999999999999998,3.4,4.2,1.0,5.0,3.4,2.8396825396825394
4,9,4,2,5,1,3,0,4,4,2,5,1,0,1.7619047619047619,3.8,1.5925925925925926,2.6,1.0,1.8,3.0,5.0,1.7999999999999998,4.2,3.4,5.0,4.2,1.0,1.9397707231040564
11,24,12,2,3,2,3,2,3,2,2,2,3,3,3.0952380952380953,1.7999999999999998,2.7777777777777777,2.6,2.6,2.6,3.0,3.4,2.6,2.6,3.4,2.6,2.6,3.4,3.0447089947089947
9,17,14,3,3,3,3,3,2,3,2,2,2,3,2.7142857142857144,2.7333333333333334,3.074074074074074,3.4,2.6,3.4,3.0,2.6,3.4,3.4,3.4,2.6,3.4,3.4,2.674514991181658
10,21,27,1,4,0,3,0,3,5,3,4,1,0,2.9047619047619047,2.2,5.0,1.8,1.7999999999999998,1.0,3.0,5.0,2.6,5.0,2.6,4.2,4.2,1.0,2.8960317460317464
2,28,2,1,4,2,4,5,4,2,5,1,3,1,1.380952380952381,1.2666666666666666,1.2962962962962963,1.8,1.7999999999999998,2.6,4.0,1.0,1.7999999999999998,2.6,1.0,1.8,2.6,1.8,2.8198853615520285
13,23,11,3,2,3,2,3,2,3,2,2,2,3,3.4761904761904763,1.9333333333333336,2.6296296296296298,3.4,3.4,3.4,2.0,2.6,3.4,3.4,3.4,2.6,3.4,3.4,3.079409171075837
2,23,4,4,5,0,2,1,0,4,2,1,0,1,1.380952380952381,1.9333333333333336,1.5925925925925926,4.2,1.0,1.0,2.0,4.2,5.0,4.2,3.4,1.8,5.0,1.8,2.8488977072310404
18,7,18,3,1,5,1,2,1,4,2,5,1,5,4.428571428571429,4.066666666666666,3.6666666666666665,3.4,4.2,5.0,1.0,3.4,4.2,4.2,3.4,5.0,4.2,5.0,2.420634920634921
4,26,5,1,4,1,3,4,4,2,5,1,3,2,1.7619047619047619,1.5333333333333332,1.7407407407407407,1.8,1.7999999999999998,1.8,3.0,1.7999999999999998,1.7999999999999998,2.6,1.0,1.8,2.6,2.6,2.7126102292768963
1,21,11,3,5,4,3,5,0,4,2,3,1,0,1.1904761904761905,2.2,2.6296296296296298,3.4,1.0,4.2,3.0,1.0,5.0,4.2,3.4,3.4,4.2,1.0,2.792504409171076
2,28,8,1,4,1,4,5,5,1,4,1,3,2,1.380952380952381,1.2666666666666666,2.185185185185185,1.8,1.7999999999999998,1.8,4.0,1.0,1.0,1.8,1.7999999999999998,1.8,2.6,2.6,2.823589065255732
10,23,9,3,3,3,3,3,2,3,2,3,2,2,2.9047619047619047,1.9333333333333336,2.333333333333333,3.4,2.6,3.4,3.0,2.6,3.4,3.4,3.4,3.4,3.4,2.6,3.0515873015873014
20,0,24,4,1,4,2,1,2,4,2,5,1,4,4.809523809523809,5.0,4.555555555555555,4.2,4.2,4.2,2.0,4.2,3.4,4.2,3.4,5.0,4.2,4.2,2.01521164021164
10,21,13,3,3,2,2,3,2,3,3,3,3,3,2.9047619047619047,2.2,2.9259259259259256,3.4,2.6,2.6,2.0,2.6,3.4,3.4,2.6,3.4,2.6,3.4,2.8679453262786594
7,30,3,1,5,1,4,5,5,1,4,1,3,2,2.333333333333333,1.0,1.4444444444444444,1.8,1.0,1.8,4.0,1.0,1.0,1.8,1.7999999999999998,1.8,2.6,2.6,2.9324074074074074
10,17,13,3,2,2,2,3,2,3,3,2,3,2,2.9047619047619047,2.7333333333333334,2.9259259259259256,3.4,3.4,2.6,2.0,2.6,3.4,3.4,2.6,2.6,2.6,2.6,2.5679453262786596
12,16,7,5,2,3,0,4,5,0,0,5,1,2,3.2857142857142856,2.8666666666666667,2.037037037037037,5.0,3.4,3.4,1.0,1.7999999999999998,1.0,1.0,5.0,5.0,4.2,2.6,2.5051146384479717
14,22,10,3,1,3,5,2,2,0,3,3,0,4,3.6666666666666665,2.066666666666667,2.4814814814814814,3.4,4.2,3.4,5.0,3.4,3.4,1.0,2.6,3.4,5.0,4.2,3.139506172839506
0,28,3,1,4,1,3,5,4,2,5,1,3,1,1.0,1.2666666666666666,1.4444444444444444,1.8,1.7999999999999998,1.8,3.0,1.0,1.7999999999999998,2.6,1.0,1.8,2.6,1.8,2.7351851851851854
7,26,1,1,4,1,4,5,5,2,4,1,3,2,2.333333333333333,1.5333333333333332,1.1481481481481481,1.8,1.7999999999999998,1.8,4.0,1.0,1.0,2.6,1.7999999999999998,1.8,2.6,2.6,2.720061728395062
18,7,15,4,1,5,2,2,2,3,2,4,1,4,4.428571428571429,4.066666666666666,3.2222222222222223,4.2,4.2,5.0,2.0,3.4,3.4,3.4,3.4,4.2,4.2,4.2,2.343783068783069
8,28,8,1,5,2,4,5,4,2,4,1,3,1,2.5238095238095237,1.2666666666666666,2.185185185185185,1.8,1.0,2.6,4.0,1.0,1.7999999999999998,2.6,1.7999999999999998,1.8,2.6,1.8,2.904541446208113
3,26,8,1,5,1,4,4,4,2,4,1,3,1,1.5714285714285714,1.5333333333333332,2.185185185185185,1.8,1.0,1.8,4.0,1.7999999999999998,1.7999999999999998,2.6,1.7999999999999998,1.8,2.6,1.8,2.73152557319224
14,18,9,3,3,3,3,2,2,3,3,2,2,2,3.6666666666666665,2.6,2.333333333333333,3.4,2.6,3.4,3.0,3.4,3.4,3.4,2.6,2.6,3.4,2.6,2.716666666666667
2,2,12,4,0,3,5,1,2,0,2,2,1,4,1.380952380952381,4.733333333333333,2.7777777777777777,4.2,5.0,3.4,5.0,4.2,3.4,1.0,3.4,2.6,4.2,4.2,1.8232804232804232
6,28,1,1,5,2,4,5,4,2,4,1,3,2,2.142857142857143,1.2666666666666666,1.1481481481481481,1.8,1.0,2.6,4.0,1.0,1.7999999999999998,2.6,1.7999999999999998,1.8,2.6,2.6,2.878791887125221
19,11,26,3,1,4,1,2,2,5,1,4,1,5,4.619047619047619,3.533333333333333,4.851851851851851,3.4,4.2,4.2,1.0,3.4,3.4,5.0,4.2,4.2,4.2,5.0,2.7112874779541443
20,6,15,5,1,5,1,2,1,4,2,5,1,5,4.809523809523809,4.2,3.2222222222222223,5.0,4.2,5.0,1.0,3.4,4.2,4.2,3.4,5.0,4.2,5.0,2.4179894179894177
1,16,26,3,3,2,3,0,4,2,2,4,1,2,1.1904761904761905,2.8666666666666667,4.851851851851851,3.4,2.6,2.6,3.0,5.0,1.7999999999999998,2.6,3.4,4.2,4.2,2.6,2.6184303350970017
10,20,13,3,2,3,3,3,3,2,2,2,2,3,2.9047619047619047,2.3333333333333335,2.9259259259259256,3.4,3.4,3.4,3.0,2.6,2.6,2.6,3.4,2.6,3.4,3.4,2.8429453262786595
3,30,6,1,4,1,4,4,4,2,5,1,3,2,1.5714285714285714,1.0,1.8888888888888888,1.8,1.7999999999999998,1.8,4.0,1.7999999999999998,1.7999999999999998,2.6,1.0,1.8,2.6,2.6,3.0191798941798944
3,28,0,1,4,2,4,5,5,1,4,1,3,1,1.5714285714285714,1.2666666666666666,1.0,1.8,1.7999999999999998,2.6,4.0,1.0,1.0,1.8,1.7999999999999998,1.8,2.6,1.8,2.782142857142857
21,15,26,3,1,3,1,1,2,5,1,5,1,5,5.0,3.0,4.851851851851851,3.4,4.2,3.4,1.0,4.2,3.4,5.0,4.2,5.0,4.2,5.0,3.0271604938271603
12,19,9,3,2,3,2,2,2,2,3,2,2,2,3.2857142857142856,2.466666666666667,2.333333333333333,3.4,3.4,3.4,2.0,3.4,3.4,2.6,2.6,2.6,3.4,2.6,2.7257936507936504
11,16,9,2,3,3,2,3,2,3,2,2,2,2,3.0952380952380953,2.8666666666666667,2.333333333333333,2.6,2.6,3.4,2.0,2.6,3.4,3.4,3.4,2.6,3.4,2.6,2.484523809523809
3,29,8,1,4,1,4,4,4,1,4,1,3,2,1.5714285714285714,1.1333333333333329,2.185185185185185,1.8,1.7999999999999998,1.8,4.0,1.7999999999999998,1.7999999999999998,1.8,1.7999999999999998,1.8,2.6,2.6,2.9648589065255733
2,25,3,1,5,1,4,4,4,2,5,1,3,2,1.380952380952381,1.666666666666666,1.4444444444444444,1.8,1.0,1.8,4.0,1.7999999999999998,1.7999999999999998,2.6,1.0,1.8,2.6,2.6,2.6260582010582016
2,28,7,1,5,2,4,4,5,2,4,1,3,2,1.380952380952381,1.2666666666666666,2.037037037037037,1.8,1.0,2.6,4.0,1.7999999999999998,1.0,2.6,1.7999999999999998,1.8,2.6,2.6,2.8840828924162256
12,17,14,3,2,3,2,2,3,3,2,3,2,2,3.2857142857142856,2.7333333333333334,3.074074074074074,3.4,3.4,3.4,2.0,3.4,2.6,3.4,3.4,3.4,3.4,2.6,2.6899911816578483
2,26,4,1,4,1,3,4,4,2,4,1,3,2,1.380952380952381,1.5333333333333332,1.5925925925925926,1.8,1.7999999999999998,1.8,3.0,1.7999999999999998,1.7999999999999998,2.6,1.7999999999999998,1.8,2.6,2.6,2.723897707231041
12,15,12,2,3,2,2,3,2,2,2,2,3,3,3.2857142857142856,3.0,2.7777777777777777,2.6,2.6,2.6,2.0,2.6,3.4,2.6,3.4,2.6,2.6,3.4,2.4109788359788356
3,0,20,3,2,0,3,2,5,5,4,2,1,2,1.5714285714285714,5.0,3.962962962962963,3.4,3.4,1.0,3.0,3.4,1.0,5.0,1.7999999999999998,2.6,4.2,2.6,1.3639329805996472
8,30,4,1,4,2,4,4,5,1,5,1,3,2,2.5238095238095237,1.0,1.5925925925925926,1.8,1.7999999999999998,2.6,4.0,1.7999999999999998,1.0,1.8,1.0,1.8,2.6,2.6,3.013183421516755
17,7,14,0,2,3,5,3,5,5,1,4,0,5,4.238095238095238,4.066666666666666,3.074074074074074,1.0,3.4,3.4,5.0,2.6,1.0,5.0,4.2,4.2,5.0,5.0,2.2213403880070555
21,3,18,4,1,4,2,1,2,5,1,4,1,5,5.0,4.6,3.6666666666666665,4.2,4.2,4.2,2.0,4.2,3.4,5.0,4.2,4.2,4.2,5.0,2.2527777777777778
10,19,10,2,2,2,2,3,3,2,3,3,3,3,2.9047619047619047,2.466666666666667,2.4814814814814814,2.6,3.4,2.6,2.0,2.6,2.6,2.6,2.6,3.4,2.6,3.4,2.6494268077601415
18,2,15,4,1,3,1,2,2,4,2,5,1,4,4.428571428571429,4.733333333333333,3.2222222222222223,4.2,4.2,3.4,1.0,3.4,3.4,4.2,3.4,5.0,4.2,4.2,1.9687830687830687
21,4,26,3,1,3,2,2,2,5,1,5,1,5,5.0,4.466666666666667,4.851851851851851,3.4,4.2,3.4,2.0,3.4,3.4,5.0,4.2,5.0,4.2,5.0,2.3021604938271603
21,15,19,5,1,5,1,2,1,3,2,4,1,5,5.0,3.0,3.814814814814815,5.0,4.2,5.0,1.0,3.4,4.2,3.4,3.4,4.2,4.2,5.0,2.9839506172839503
21,8,17,4,1,5,1,1,2,5,1,5,1,4,5.0,3.9333333333333336,3.5185185185185186,4.2,4.2,5.0,1.0,4.2,3.4,5.0,4.2,5.0,4.2,4.2,2.571604938271605
15,8,22,4,1,5,2,2,1,3,1,4,1,5,3.857142857142857,3.9333333333333336,4.2592592592592595,4.2,4.2,5.0,2.0,3.4,4.2,3.4,4.2,4.2,4.2,5.0,2.529850088183421
21,0,23,3,1,3,2,1,1,4,1,4,1,5,5.0,5.0,4.407407407407407,3.4,4.2,3.4,2.0,4.2,4.2,4.2,4.2,4.2,4.2,5.0,2.0169753086419755
15,7,25,3,1,5,2,2,1,5,1,5,1,4,3.857142857142857,4.066666666666666,4.703703703703704,3.4,4.2,5.0,2.0,3.4,4.2,5.0,4.2,5.0,4.2,4.2,2.515035273368607
18,15,19,4,1,3,1,1,2,4,2,5,1,5,4.428571428571429,3.0,3.814814814814815,4.2,4.2,3.4,1.0,4.2,3.4,4.2,3.4,5.0,4.2,5.0,2.9268077601410933
14,23,12,2,3,3,2,2,2,2,2,2,3,2,3.6666666666666665,1.9333333333333336,2.7777777777777777,2.6,2.6,3.4,2.0,3.4,3.4,2.6,3.4,2.6,2.6,2.6,2.9935185185185187
11,16,14,2,3,3,3,2,3,3,3,3,3,2,3.0952380952380953,2.8666666666666667,3.074074074074074,2.6,2.6,3.4,3.0,3.4,2.6,3.4,2.6,3.4,2.6,2.6,2.5570546737213404
11,15,10,2,3,2,3,2,2,2,2,2,3,3,3.0952380952380953,3.0,2.4814814814814814,2.6,2.6,2.6,3.0,3.4,3.4,2.6,3.4,2.6,2.6,3.4,2.465696649029982
19,1,18,4,1,4,2,1,2,5,1,5,1,5,4.619047619047619,4.866666666666667,3.6666666666666665,4.2,4.2,4.2,2.0,4.2,3.4,5.0,4.2,5.0,4.2,5.0,2.1369047619047614
19,14,20,4,1,3,1,2,2,4,1,4,1,5,4.619047619047619,3.1333333333333333,3.962962962962963,4.2,4.2,3.4,1.0,3.4,3.4,4.2,4.2,4.2,4.2,5.0,2.8409171075837745
19,14,23,4,1,4,2,1,1,5,2,4,1,5,4.619047619047619,3.1333333333333333,4.407407407407407,4.2,4.2,4.2,2.0,4.2,4.2,5.0,3.4,4.2,4.2,5.0,3.0011022927689597
7,26,6,1,5,2,3,4,4,1,4,1,3,1,2.333333333333333,1.5333333333333332,1.8888888888888888,1.8,1.0,2.6,3.0,1.7999999999999998,1.7999999999999998,1.8,1.7999999999999998,1.8,2.6,1.8,2.7092592592592593
10,17,10,3,2,3,3,3,3,2,2,3,3,3,2.9047619047619047,2.7333333333333334,2.4814814814814814,3.4,3.4,3.4,3.0,2.6,2.6,2.6,3.4,3.4,2.6,3.4,2.6577601410934744
6,29,2,1,4,1,3,5,5,2,4,1,3,1,2.142857142857143,1.1333333333333329,1.2962962962962963,1.8,1.7999999999999998,1.8,3.0,1.0,1.0,2.6,1.7999999999999998,1.8,2.6,1.8,2.843298059964727
6,29,3,1,4,1,4,4,4,1,4,1,3,2,2.142857142857143,1.1333333333333329,1.4444444444444444,1.8,1.7999999999999998,1.8,4.0,1.7999999999999998,1.7999999999999998,1.8,1.7999999999999998,1.8,2.6,2.6,2.957804232804233
17,29,17,5,5,4,0,3,5,0,2,5,0,0,4.238095238095238,1.1333333333333329,3.5185185185185186,5.0,1.0,4.2,1.0,2.6,1.0,1.0,3.4,5.0,5.0,1.0,3.30652557319224
12,19,12,3,3,3,2,3,2,2,2,2,3,3,3.2857142857142856,2.466666666666667,2.7777777777777777,3.4,2.6,3.4,2.0,2.6,3.4,2.6,3.4,2.6,2.6,3.4,2.7443121693121695
9,15,11,3,2,2,3,2,2,2,3,2,2,3,2.7142857142857144,3.0,2.6296296296296298,3.4,3.4,2.6,3.0,3.4,3.4,2.6,2.6,2.6,3.4,3.4,2.489329805996473
8,28,0,1,5,1,3,4,5,1,4,1,3,1,2.5238095238095237,1.2666666666666666,1.0,1.8,1.0,1.8,3.0,1.7999999999999998,1.0,1.8,1.7999999999999998,1.8,2.6,1.8,2.746825396825397
13,15,9,2,3,3,2,2,2,2,3,3,2,2,3.4761904761904763,3.0,2.333333333333333,2.6,2.6,3.4,2.0,3.4,3.4,2.6,2.6,3.4,3.4,2.6,2.4337301587301585
2,25,4,1,4,1,3,5,5,1,5,1,3,2,1.380952380952381,1.666666666666666,1.5925925925925926,1.8,1.7999999999999998,1.8,3.0,1.0,1.0,1.8,1.0,1.8,2.6,2.6,2.523897707231041
17,29,18,3,0,2,1,2,5,1,3,0,0,3,4.238095238095238,1.1333333333333329,3.6666666666666665,3.4,5.0,2.6,1.0,3.4,1.0,1.8,2.6,1.0,5.0,3.4,3.3126984126984134
8,29,4,1,4,2,4,4,5,2,5,1,3,2,2.5238095238095237,1.1333333333333329,1.5925925925925926,1.8,1.7999999999999998,2.6,4.0,1.7999999999999998,1.0,2.6,1.0,1.8,2.6,2.6,2.9798500881834222
5,30,1,1,4,1,4,5,5,2,5,1,3,1,1.9523809523809523,1.0,1.1481481481481481,1.8,1.7999999999999998,1.8,4.0,1.0,1.0,2.6,1.0,1.8,2.6,1.8,2.904188712522046
2,30,8,1,4,2,3,4,4,1,5,1,3,2,1.380952380952381,1.0,2.185185185185185,1.8,1.7999999999999998,2.6,3.0,1.7999999999999998,1.7999999999999998,1.8,1.0,1.8,2.6,2.6,2.9819223985890653
2,27,8,1,5,1,3,5,4,1,5,1,3,2,1.380952380952381,1.4000000000000004,2.185185185185185,1.8,1.0,1.8,3.0,1.0,1.7999999999999998,1.8,1.0,1.8,2.6,2.6,2.681922398589065
21,4,15,5,1,4,2,2,1,4,1,5,1,4,5.0,4.466666666666667,3.2222222222222223,5.0,4.2,4.2,2.0,3.4,4.2,4.2,4.2,5.0,4.2,4.2,2.300925925925926
2,9,26,4,4,2,2,3,4,5,0,4,1,4,1.380952380952381,3.8,4.851851851851851,4.2,1.7999999999999998,2.6,2.0,2.6,1.7999999999999998,5.0,5.0,4.2,4.2,4.2,2.25136684303351
13,19,13,3,2,2,3,2,3,3,3,2,3,2,3.4761904761904763,2.466666666666667,2.9259259259259256,3.4,3.4,2.6,3.0,3.4,2.6,3.4,2.6,2.6,2.6,2.6,2.7667548500881836
20,3,20,4,1,3,1,1,2,4,1,4,1,4,4.809523809523809,4.6,3.962962962962963,4.2,4.2,3.4,1.0,4.2,3.4,4.2,4.2,4.2,4.2,4.2,2.1155202821869494
17,0,27,5,1,3,1,1,2,4,1,5,1,5,4.238095238095238,5.0,5.0,5.0,4.2,3.4,1.0,4.2,3.4,4.2,4.2,5.0,4.2,5.0,2.034920634920635
14,20,10,2,3,3,2,3,3,3,2,3,3,3,3.6666666666666665,2.3333333333333335,2.4814814814814814,2.6,2.6,3.4,2.0,2.6,2.6,3.4,3.4,3.4,2.6,3.4,2.814506172839506
4,28,4,1,5,1,3,5,5,2,4,1,3,2,1.7619047619047619,1.2666666666666666,1.5925925925925926,1.8,1.0,1.8,3.0,1.0,1.0,2.6,1.7999999999999998,1.8,2.6,2.6,2.77310405643739
17,13,17,5,1,5,2,1,2,5,2,5,1,5,4.238095238095238,3.2666666666666666,3.5185185185185186,5.0,4.2,5.0,2.0,4.2,3.4,5.0,3.4,5.0,4.2,5.0,2.9481922398589067
